,id,title,genres,keywords,overview,director,cast,release_date,production_companies,runtime,popularity,budget,revenue,vote_average,vote_count,poster_path
10,451,Leaving Las Vegas,"['Drama', 'Romance']","['individual', 'prostitute', 'alcohol', 'casino', 'love at first sight', 'lovesickness', 'film producer', 'screenwriter', 'hotel room', 'dying and death', 'rage and hate', 'unsociability', 'alcoholism', 'los angeles', 'alcohol abuse', 'attempted suicide']","Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",['Mike Figgis'],"['Nicolas Cage', 'Elisabeth Shue', 'Julian Sands', 'Richard Lewis', 'Steven Weber', 'Kim Adams', 'Emily Procter', 'Stuart Reynolds ', 'Valeria Golino', 'Graham Beckel', 'Mariska Hargitay', 'Laurie Metcalf', 'Shawnee Smith', 'David Kriegel']",1995-10-27,"['United Artists', 'Intial Productions']",112.0,10.332025,3600000,49800000.0,7.1,365.0,/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg
11,63,Twelve Monkeys,"['Science Fiction', 'Thriller', 'Mystery']","['schizophrenia', 'philadelphia', 'cassandra syndrom', 'stockholm syndrome', 'time travel', 'post-apocalyptic', 'dystopia', 'lethal virus', 'monkey', 'subterranean']","In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",['Terry Gilliam'],"['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt', 'Christopher Plummer', 'David Morse', 'Jon Seda', 'Frank Gorshin', 'Joseph Melito', 'Aaron Michael Lacey', 'Christopher Meloni', 'Joey Perillo', 'LisaGay Hamilton', 'Matt Ross', 'Annie Golden', 'Michael Chance', 'Vernon Campbell', 'H. Michael Walls', 'Bob Adrian', 'Simon Jones', 'Carol Florence', 'Bill Raymond', 'Ernest Abuba', 'Irma St. Paule', 'Rozwill Young', 'Nell Johnson', 'Frederick Strother', 'Charles Techman', 'Rick Warner', ""Anthony 'Chip' Brienza"", 'Bruce Kirkpatrick', 'Wilfred Williams', 'Joilet Harris', 'Drucie McDaniel', 'John Blaisse', 'Louis Lippa']",1995-12-29,"['Universal Pictures', 'Atlas Entertainment', 'Classico']",129.0,12.297305,29500000,168840000.0,7.4,2470.0,/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg
12,687,Dead Man Walking,['Drama'],"['prison', 'rape', 'socially deprived family', 'penalty', 'death penalty', 'despair', 'death row', 'begnadigung', 'therapist', 'self-discovery', 'prison cell', 'court case', 'death sentence', 'doomed man', 'sentence', 'lethal injection', 'forgiveness', 'charity', 'mercy petition', 'rage and hate', 'unsociability', 'right and justice', 'court', 'electric chair', 'cowardliness']",A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,['Tim Robbins'],"['Susan Sarandon', 'Sean Penn', 'Robert Prosky', 'Raymond J. Barry', 'R. Lee Ermey', 'Celia Weston', 'Lois Smith', 'Scott Wilson', 'Roberta Maxwell', 'Margo Martindale', 'Jack Black', 'Ray Aranha', 'Peter Sarsgaard', 'Barton Heyman', 'Steve Boles', 'Nesbitt Blaisdell', 'Larry Pine', 'Kevin Cooney', 'Clancy Brown', 'Michael Cullen', 'Missy Yager', 'Jenny Krochmal', 'Jon Abrahams', 'Arthur Bridgers', 'Steve Carlisle', 'Eva Amurri Martino', 'Jack Henry Robbins', 'Dennis Neal', 'Molly Bryant', 'Adele Robbins', 'Pete Burris', 'Joan Glover', 'Lenore Banks', 'Scott Sowers', 'Cortez Nance Jr.']",1995-12-29,"['Havoc', 'PolyGram Filmed Entertainment', 'Working Title Films']",122.0,6.891317,11000000,39363635.0,7.3,350.0,/y19uRkAHXOHLeySuBVMqnvVnsrA.jpg
13,577,To Die For,"['Fantasy', 'Drama', 'Comedy', 'Thriller']","['adultery', 'winter', 'obsession', 'television', 'new hampshire', 'narcissistic personality disorder']","Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.",['Gus Van Sant'],"['Nicole Kidman', 'Matt Dillon', 'Joaquin Phoenix', 'Casey Affleck', 'Illeana Douglas', 'Alison Folland', 'Dan Hedaya', 'Wayne Knight', 'David Cronenberg', 'Kurtwood Smith', 'Holland Taylor', 'Susan Traylor', 'Maria Tucci', 'Tim Hopper']",1995-05-20,"['The Rank Organisation', 'Columbia Pictures Corporation']",106.0,10.448481,20000000,21284514.0,6.7,177.0,/zCREx8trzejNieDLUsRuwLU0cS3.jpg
14,807,Se7en,"['Crime', 'Mystery', 'Thriller']","['self-fulfilling prophecy', 'detective', 's.w.a.t.', 'drug dealer', 'evisceration', 'lust and impulsiveness', 'rage and hate', 'pride and vanity', 'immoderateness', 'insomnia', 'investigation', 'pension', 'police', 'serial killer']","Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",['David Fincher'],"['Brad Pitt', 'Morgan Freeman', 'Gwyneth Paltrow', 'John C. McGinley', 'Kevin Spacey', 'R. Lee Ermey', 'Richard Roundtree', 'Richard Schiff', 'Julie Araskog', 'Mark Boone Junior', 'John Cassini', 'Reg E. Cathey', 'Peter Crombie', 'Hawthorne James', 'Michael Massee', 'Leland Orser', 'Richard Portnow', 'Daniel Zacapa', 'Alfonso Freeman', 'Harris Savides', 'Andrew Kevin Walker', 'Richmond Arquette', 'Pamala Tyson', 'Emily Wagner', 'Shannon Wilcox', 'George Christy', 'Endre Hules', 'William Davidson', 'Bob Collins', 'Dominique Jennings', 'Allan Kolman', 'Gene Borkan', 'Mario Di Donato', 'Harrison White', 'Bob Stephenson']",1995-09-22,"['New Line Cinema', 'Juno Pix', 'Cecchi Gori Pictures']",127.0,18.45743,33000000,327311859.0,8.1,5915.0,/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg
15,629,The Usual Suspects,"['Drama', 'Crime', 'Thriller']","['law', 'relatives', 'theft', 'criminal', 'criminal mastermind', 'hungarian', 'sibling']","Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",['Bryan Singer'],"['Stephen Baldwin', 'Gabriel Byrne', 'Chazz Palminteri', 'Kevin Pollak', 'Pete Postlethwaite', 'Kevin Spacey', 'Suzy Amis', 'Giancarlo Esposito', 'Benicio del Toro', 'Dan Hedaya', 'Paul Bartel', 'Carl Bressler', 'Christine Estabrook', 'Clark Gregg', 'Morgan Hunter', 'Louis Lombardi', 'Frank Medrano', 'Ron Gilbert']",1995-07-19,"['Blue Parrot Productions', 'Bad Hat Harry Productions']",106.0,16.302466,6000000,23341568.0,8.1,3334.0,/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg
16,2054,Mr. Holland's Opus,"['Music', 'Drama', 'Family']","['composer', 'mentor', 'deaf-mute', 'musical', 'apprentice', 'private life', 'music', 'disabled']","In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",['Stephen Herek'],"['Richard Dreyfuss', 'Glenne Headly', 'Jay Thomas', 'Olympia Dukakis', 'William H. Macy', 'Alicia Witt', 'Nicholas John Renner', 'Joseph Anderson', 'Anthony Natale', 'Jean Louisa Kelly', 'Terrence Howard', 'Damon Whitaker', 'Alexandra Boyd', 'Joanna Gleason', 'Beth Maitland', 'Joshua Minnick']",1995-12-29,"['Hollywood Pictures', 'The Charlie Mopic Company', 'PolyGram Filmed Entertainment', 'Interscope Communications']",137.0,7.137117,0,106269971.0,6.9,115.0,/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg
17,755,From Dusk Till Dawn,"['Horror', 'Action', 'Thriller', 'Crime']","['dancing', 'brother brother relationship', 'sexual obsession', 'showdown', 'sheriff', 'eroticism', 'nudity', 'bank robber', 'vampire', 'holy water', 'siege', 'stripper', 'priest', 'explosion', 'extreme violence', 'bank robbery', 'preacher', 'hostage situation', 'crucifix', 'recreational vehicle', 'blood spurting', 'convenience store', 'female vampire', 'mexican american border', 'nightclub entertainer', 'boa constrictor']","Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",['Robert Rodriguez'],"['George Clooney', 'Quentin Tarantino', 'Harvey Keitel', 'Juliette Lewis', 'Ernest Liu', 'Salma Hayek', 'Cheech Marin', 'Danny Trejo', 'Tom Savini', 'Fred Williamson', 'Michael Parks', 'Brenda Hillhouse', 'John Saxon', 'Marc Lawrence', 'Kelly Preston', 'John Hawkes', 'Tito Larriva', 'Peter Atanasoff', 'Johnny Vatos Hernandez', 'Aimee Graham', 'Heidi McNeal', 'Ernest M. Garcia', 'Gregory Nicotero', 'Cristos', 'Mike Moroff', 'Tia Texada', 'Janine Jordae', 'Ungela Brockman', 'Michelle Berube', 'Michael McKay', 'Jake McKinnon', 'Walter Phelan', 'Wayne Toth']",1996-01-19,"['A Band Apart', 'Dimension Films', 'Los Hooligans Productions', 'Miramax']",108.0,15.339153,19000000,25836616.0,6.9,1644.0,/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg
18,400,Things to Do in Denver When You're Dead,"['Drama', 'Crime']","['father son relationship', 'bounty hunter', 'boat', 'way of life', 'coffin', 'denver', 'godmother', 'paranoia', 'hitman', 'friendship', 'psychopath', 'revenge', 'murder', 'independent film', 'mafia', 'diner', 'blood', 'gangster', 'violence', 'illegal prostitution', 'extramarital affair']",A mafia film in Tarantino style with a star-studded cast. Jimmy’s “The Saint” gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as “The Man with the Plan.”,['Gary Fleder'],"['Andy García', 'Christopher Lloyd', 'William Forsythe', 'Bill Nunn', 'Treat Williams', 'Jack Warden', 'Steve Buscemi', 'Fairuza Balk', 'Gabrielle Anwar', 'Christopher Walken', 'Michael Nicolosi', 'Sarah Trigger', 'David Stratton', 'Jenny McCarthy']",1995-12-01,['Miramax Films'],116.0,4.486179,8000000,529766.0,6.7,87.0,/ysKIolKO0376Nl5DV1fDAAPudEq.jpg
19,2086,Nick of Time,"['Crime', 'Drama', 'Thriller']","['assassination', 'train station', 'politics', 'los angeles']","Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",['John Badham'],"['Johnny Depp', 'Courtney Chase', 'Charles S. Dutton', 'Christopher Walken', 'Roma Maffia', 'Peter Strauss', 'Gloria Reuben', 'Marsha Mason', 'Miguel Nájera', 'Bill Smitrovich', 'G.D. Spradlin', 'Charles Carroll']",1995-11-22,['Paramount Pictures'],90.0,6.848591,8169363,8175346.0,6.1,190.0,/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg
20,688,The Bridges of Madison County,"['Drama', 'Romance']","['farewell', 'adultery', 'love at first sight', 'photographer', 'wife husband relationship', 'iowa', ""love of one's life"", 'mother role', 'bridge', 'housewife', 'love letter', 'peasant', 'marriage crisis', 'photography', 'unsociability', 'secret love', 'nature documentary']",Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,['Clint Eastwood'],"['Meryl Streep', 'Clint Eastwood', 'Annie Corley', 'Victor Slezak', 'Jim Haynie', 'Sarah Kathryn Schmitt', 'Christopher Kroon', 'Phyllis Lyons', 'Debra Monk', 'Richard Lage', 'Michelle Benes', 'Alison Wiegert']",1995-05-28,"['Amblin Entertainment', 'Malpaso Productions', 'Warner Bros.']",135.0,5.951077,24000000,182016617.0,7.3,397.0,/czRuGEx9Yhnh6nApirTLPToxHNu.jpg
21,197,Braveheart,"['Action', 'Drama', 'History', 'War']","['individual', 'scotland', 'in love with enemy', 'legend', 'independence', 'idealism', 'revolt', 'tyranny']","Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",['Mel Gibson'],"['Mel Gibson', 'Catherine McCormack', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen', 'Brendan Gleeson', 'James Robinson', 'James Cosmo', 'Sean McGinley', 'Gerda Stevenson', 'Mhairi Calvey', 'Jeanne Marine', 'Sean Lawlor', 'Sandy Nelson', 'Alan Tall', 'Andrew Weir', 'Brian Cox', 'Peter Hanly', 'Stephen Billington', 'Tommy Flanagan', 'Rupert Vansittart', 'Tam White', 'Ian Bannen', ""David O'Hara"", 'Peter Mullan', 'David Gant', 'Malcolm Tierney', 'Martin Murphy', 'Gerard McSorley', 'Bernard Horsfall', 'Richard Leaf', 'Liam Carney', 'Ralph Riach', 'Barry McGovern', 'John Kavanagh']",1995-05-24,"['Icon Entertainment International', 'The Ladd Company', 'B.H. Finance C.V.']",177.0,20.755149,72000000,210000000.0,7.7,3404.0,/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg
22,103,Taxi Driver,"['Crime', 'Drama']","['vietnam veteran', 'taxi', 'obsession', 'drug dealer', 'night shift', 'vigilante', 'alienation', 'misanthrope', 'shot to death', 'illegal prostitution', 'loner']","A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",['Martin Scorsese'],"['Robert De Niro', 'Cybill Shepherd', 'Harvey Keitel', 'Jodie Foster', 'Peter Boyle', 'Leonard Harris', 'Albert Brooks', 'Diahnne Abbott', 'Gino Ardito', 'Martin Scorsese', 'Murray Moston', 'Richard Higgs', 'Bill Minkin', 'Bob Maroff', 'Victor Argo', 'Joe Spinell', 'Frank Adu', 'Brenda Dickson', 'Norman Matlock', 'Harry Northup', 'Harlan Cary Poe', 'Steven Prince', 'Peter Savage', 'Nicholas Shields', 'Ralph S. Singleton', 'Annie Gagen', 'Carson Grant', 'Mary-Pat Green', 'Debbi Morgan', 'Don Stroud']",1976-02-07,"['Columbia Pictures Corporation', 'Italo/Judeo Productions', 'Bill/Phillips']",114.0,14.092713,1300000,28262574.0,8.1,2632.0,/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg
23,27793,The Neverending Story III: Escape from Fantasia,['Fantasy'],"['flying', 'magic']",A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,['Peter MacDonald'],"['Jason James Richter', 'Melody Kay', 'Kevin McNulty', 'Tracey Ellis', 'Jack Black', 'Carole Finn', 'Ryan Bollman', 'Freddie Jones', 'Julie Cox', 'Moya Brady', 'Tony Robinson', 'Thomas Petruo', 'Nicole Parker', 'Adrien Dorval']",1994-10-26,"['Studio Babelsberg', 'Dieter Geissler Filmproduktion', 'Cinevox Filmproduktion GmbH', 'Warner Bros.', 'Miramax']",95.0,6.252377,17000000,0.0,4.4,105.0,/driZCEKL79PaCsZNICSU3xd59sk.jpg
