,id,title,genres,keywords,overview,director,cast,release_date,production_companies,runtime,popularity,budget,revenue,vote_average,vote_count,poster_path,tags
194,2119,Days of Thunder,['Adventure'],"['stock-car-race', 'daytona', 'carcrash']","['Talented', 'but', 'unproven', 'stock', 'car', 'driver', 'Cole', 'Trickle', 'gets', 'a', 'break', 'and', 'with', 'the', 'guidance', 'of', 'veteran', 'Harry', 'Hogge', 'turns', 'heads', 'on', 'the', 'track.', 'The', 'young', 'hotshot', 'develops', 'a', 'rivalry', 'with', 'a', 'fellow', 'racer', 'that', 'threatens', 'his', 'career', 'when', 'the', 'two', 'smash', 'their', 'cars.', 'But', 'with', 'the', 'help', 'of', 'his', 'doctor,', 'Cole', 'just', 'might', 'overcome', 'his', 'injuries--', 'and', 'his', 'fear.']",['TonyScott'],"['TomCruise', 'RobertDuvall', 'NicoleKidman', 'RandyQuaid', 'CaryElwes', 'FredDaltonThompson', 'JohnC.Reilly', 'J.C.Quinn', 'DonSimpson', 'MichaelRooker', 'CarolineWilliams', 'MargoMartindale']",1990-06-27,"['ParamountPictures', 'DonSimpson/JerryBruckheimerFilms']",107.0,7.046753,60000000,157920733.0,5.9,359.0,/jNw4mKvTW3lSDOv9Ruiph6EQqXj.jpg,"adventure stock-car-race daytona carcrash talented but unproven stock car driver cole trickle gets a break and with the guidance of veteran harry hogge turns heads on the track. the young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. but with the help of his doctor, cole just might overcome his injuries-- and his fear. tomcruise robertduvall nicolekidman randyquaid caryelwes freddaltonthompson johnc.reilly j.c.quinn donsimpson michaelrooker carolinewilliams margomartindale tonyscott paramountpictures donsimpson/jerrybruckheimerfilms"
195,744,Top Gun,"['Action', 'Romance', 'War']","['lovesickness', 'lossoflover', 'fighterpilot', 'self-discovery', 'pilot', 'ejectionseat', 'dyinganddeath', 'officer', 'trainingcamp', 'airforce', 'airplane', 'dangerous', 'battleassignment', 'u.s.navy', 'hostility', 'secretlove', 'cowardliness', 'pilotschool']","['For', 'Lieutenant', 'Pete', ""'Maverick'"", 'Mitchell', 'and', 'his', 'friend', 'and', 'Co-Pilot', 'Nick', ""'Goose'"", 'Bradshaw', 'being', 'accepted', 'into', 'an', 'elite', 'training', 'school', 'for', 'fighter', 'pilots', 'is', 'a', 'dream', 'come', 'true.', 'A', 'tragedy,', 'as', 'well', 'as', 'personal', 'demons,', 'threaten', ""Pete's"", 'dreams', 'of', 'becoming', 'an', 'Ace', 'pilot.']",['TonyScott'],"['TomCruise', 'KellyMcGillis', 'ValKilmer', 'AnthonyEdwards', 'TomSkerritt', 'MichaelIronside', 'JohnStockwell', 'BarryTubb', 'RickRossovich', 'TimRobbins', 'MegRyan', 'WhipHubley', 'AdrianPasdar', 'JamesTolkan', 'ClarenceGilyardJr.']",1986-05-16,['ParamountPictures'],110.0,20.301019,15000000,356830601.0,6.7,1736.0,/orGXnBKfT41LxZhitLkXhqUfJJW.jpg,"action romance war lovesickness lossoflover fighterpilot self-discovery pilot ejectionseat dyinganddeath officer trainingcamp airforce airplane dangerous battleassignment u.s.navy hostility secretlove cowardliness pilotschool for lieutenant pete 'maverick' mitchell and his friend and co-pilot nick 'goose' bradshaw being accepted into an elite training school for fighter pilots is a dream come true. a tragedy, as well as personal demons, threaten pete's dreams of becoming an ace pilot. tomcruise kellymcgillis valkilmer anthonyedwards tomskerritt michaelironside johnstockwell barrytubb rickrossovich timrobbins megryan whiphubley adrianpasdar jamestolkan clarencegilyardjr. tonyscott paramountpictures"
196,702,A Streetcar Named Desire,['Drama'],"['southernusa', 'rape', 'sistersisterrelationship', 'lossofsenseofreality', 'brother-in-law', 'violenthusband', 'neworleans', 'middleagedwoman', 'brother-in-lawsister-in-lawrelationship', 'lightbulb', 'expectantfather', 'offscreenrape']","['Disturbed', 'Blanche', 'DuBois', 'moves', 'in', 'with', 'her', 'sister', 'in', 'New', 'Orleans', 'and', 'is', 'tormented', 'by', 'her', 'brutish', 'brother-in-law', 'while', 'her', 'reality', 'crumbles', 'around', 'her.']",['EliaKazan'],"['VivienLeigh', 'MarlonBrando', 'KimHunter', 'KarlMalden', 'RudyBond', 'NickDennis', 'PegHillias', 'WrightKing', 'RichardGarrick', 'AnnDere', 'EdnaThomas', 'MickeyKuhn', 'MelArcher', 'MariettaCanty', 'JohnGeorge', 'LyleLatell', 'CharlesWagenheim', 'BuckWoods', 'DahnBenAmotz']",1951-09-18,"['CharlesK.FeldmanGroup', 'WarnerBros.']",125.0,7.301719,1800000,8000000.0,7.6,291.0,/xYaL9SJ7bQ9k1ZG6lVhemPsdzvP.jpg,drama southernusa rape sistersisterrelationship lossofsenseofreality brother-in-law violenthusband neworleans middleagedwoman brother-in-lawsister-in-lawrelationship lightbulb expectantfather offscreenrape disturbed blanche dubois moves in with her sister in new orleans and is tormented by her brutish brother-in-law while her reality crumbles around her. vivienleigh marlonbrando kimhunter karlmalden rudybond nickdennis peghillias wrightking richardgarrick anndere ednathomas mickeykuhn melarcher mariettacanty johngeorge lylelatell charleswagenheim buckwoods dahnbenamotz eliakazan charlesk.feldmangroup warnerbros.
197,2756,The Abyss,"['Adventure', 'Action', 'Thriller', 'ScienceFiction']","['ocean', 'sea', 'divingsuit', 'flyingsaucer', 'nuclearmissile', 'alienlife-form', 'insanity', 'scubadiving', 'underwater', 'scuba', 'deepsea', 'trappedunderwater\xa0', 'thalassophobia']","['A', 'civilian', 'oil', 'rig', 'crew', 'is', 'recruited', 'to', 'conduct', 'a', 'search', 'and', 'rescue', 'effort', 'when', 'a', 'nuclear', 'submarine', 'mysteriously', 'sinks.', 'One', 'diver', 'soon', 'finds', 'himself', 'on', 'a', 'spectacular', 'odyssey', '25,000', 'feet', 'below', 'the', ""ocean's"", 'surface', 'where', 'he', 'confronts', 'a', 'mysterious', 'force', 'that', 'has', 'the', 'power', 'to', 'change', 'the', 'world', 'or', 'destroy', 'it.']",['JamesCameron'],"['EdHarris', 'MaryElizabethMastrantonio', 'MichaelBiehn', 'LeoBurmester', 'ToddGraff', 'JohnBedfordLloyd', 'KimberlyScott', 'ChrisElliott', 'J.C.Quinn', 'CaptainKiddBrewerJr.', 'GeorgeRobertKlek', 'ChristopherMurphy', 'AdamNelson', 'DickWarlock', 'JimmieRayWeeks', 'J.KennethCampbell', 'PeterRatray', 'MichaelBeach', 'KenJenkins', 'MichaelChapman']",1989-08-09,"['TwentiethCenturyFoxFilmCorporation', 'LightstormEntertainment', 'PacificWestern']",139.0,9.809585,70000000,90000098.0,7.1,822.0,/kRP5dGXDhKt7bDpXX4YBa4dRwlL.jpg,"adventure action thriller sciencefiction ocean sea divingsuit flyingsaucer nuclearmissile alienlife-form insanity scubadiving underwater scuba deepsea trappedunderwater  thalassophobia a civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. one diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it. edharris maryelizabethmastrantonio michaelbiehn leoburmester toddgraff johnbedfordlloyd kimberlyscott chriselliott j.c.quinn captainkiddbrewerjr. georgerobertklek christophermurphy adamnelson dickwarlock jimmierayweeks j.kennethcampbell peterratray michaelbeach kenjenkins michaelchapman jamescameron twentiethcenturyfoxfilmcorporation lightstormentertainment pacificwestern"
198,790,The Fog,['Horror'],"['prophecy', 'sea', 'beach', 'gold', 'smalltown', 'beheading', 'sword', 'narration', 'fog', 'leprosy', 'ship', 'lighthouse', 'church']","['Strange', 'things', 'begin', 'to', 'occurs', 'as', 'a', 'tiny', 'California', 'coastal', 'town', 'prepares', 'to', 'commemorate', 'its', 'centenary.', 'Inanimate', 'objects', 'spring', 'eerily', 'to', 'life;', 'Rev.', 'Malone', 'stumbles', 'upon', 'a', 'dark', 'secret', 'about', 'the', ""town's"", 'founding;', 'radio', 'announcer', 'Stevie', 'witnesses', 'a', 'mystical', 'fire;', 'and', 'hitchhiker', 'Elizabeth', 'discovers', 'the', 'mutilated', 'corpse', 'of', 'a', 'fisherman.', 'Then', 'a', 'mysterious', 'iridescent', 'fog', 'descends', 'upon', 'the', 'village,', 'and', 'more', 'people', 'start', 'to', 'die.']",['JohnCarpenter'],"['AdrienneBarbeau', 'JamieLeeCurtis', 'JanetLeigh', 'JohnHouseman', 'TomAtkins', 'JamesCanning', 'CharlesCyphers', 'NancyKyes', 'TyMitchell', 'HalHolbrook', 'JohnF.Goff', 'GeorgeBuckFlower', 'ReginaWaldon', 'JimHaynie', 'DarrowIgus']",1980-02-08,"['AVCOEmbassyPictures', 'EDI', 'DebraHillProductions']",89.0,9.194572,1000000,21378361.0,6.4,318.0,/u9wAIHya0BHJvGJh3mBPr010U7C.jpg,"horror prophecy sea beach gold smalltown beheading sword narration fog leprosy ship lighthouse church strange things begin to occurs as a tiny california coastal town prepares to commemorate its centenary. inanimate objects spring eerily to life; rev. malone stumbles upon a dark secret about the town's founding; radio announcer stevie witnesses a mystical fire; and hitchhiker elizabeth discovers the mutilated corpse of a fisherman. then a mysterious iridescent fog descends upon the village, and more people start to die. adriennebarbeau jamieleecurtis janetleigh johnhouseman tomatkins jamescanning charlescyphers nancykyes tymitchell halholbrook johnf.goff georgebuckflower reginawaldon jimhaynie darrowigus johncarpenter avcoembassypictures edi debrahillproductions"
199,1103,Escape from New York,"['ScienceFiction', 'Action']","['taxi', 'streetgang', 'usapresident', 'warveteran', 'hostage', 'kidnapping', 'liberationofprisoners', 'antihero', 'gangsterboss', 'dystopia', 'policeoperation', 'attempttoescape', 'cyberpunk', 'reluctanthero']","['In', '1997,', 'the', 'island', 'of', 'Manhattan', 'has', 'been', 'walled', 'off', 'and', 'turned', 'into', 'a', 'giant', 'maximum', 'security', 'prison', 'within', 'which', 'the', ""country's"", 'worst', 'criminals', 'are', 'left', 'to', 'form', 'their', 'own', 'anarchic', 'society.', 'However,', 'when', 'the', 'President', 'of', 'the', 'United', 'States', 'crash', 'lands', 'on', 'the', 'island,', 'the', 'authorities', 'turn', 'to', 'a', 'former', 'soldier', 'and', 'current', 'convict,', 'Snake', 'Plissken,', 'to', 'rescue', 'him.']",['JohnCarpenter'],"['KurtRussell', 'LeeVanCleef', 'ErnestBorgnine', 'DonaldPleasence', 'IsaacHayes', 'HarryDeanStanton', 'AdrienneBarbeau', 'TomAtkins', 'FrankDoubleday', 'JohnStrobel', 'SeasonHubley', 'CharlesCyphers', 'JohnCothran,Jr.', 'GeorgeBuckFlower']",1981-05-22,"['AVCOEmbassyPictures', 'GoldcrestFilmsInternational', 'InternationalFilmInvestors', 'CityFilm']",99.0,10.124544,6000000,50244700.0,6.9,720.0,/z1KTbKJh7vSTTXllxxE4DWG63rT.jpg,"sciencefiction action taxi streetgang usapresident warveteran hostage kidnapping liberationofprisoners antihero gangsterboss dystopia policeoperation attempttoescape cyberpunk reluctanthero in 1997, the island of manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. however, when the president of the united states crash lands on the island, the authorities turn to a former soldier and current convict, snake plissken, to rescue him. kurtrussell leevancleef ernestborgnine donaldpleasence isaachayes harrydeanstanton adriennebarbeau tomatkins frankdoubleday johnstrobel seasonhubley charlescyphers johncothran,jr. georgebuckflower johncarpenter avcoembassypictures goldcrestfilmsinternational internationalfilminvestors cityfilm"
200,762,Monty Python and the Holy Grail,"['Adventure', 'Comedy', 'Fantasy']","['holygrail', 'monk', 'scotlandyard', 'swordplay', 'camelot', 'roundtable', 'chapter', 'aggressionbyanimal', 'knight', 'kingarthur', 'weddingreception', 'midnightmovie', 'montypython', 'knightsoftheroundtable', 'anarchiccomedy']","['King', 'Arthur,', 'accompanied', 'by', 'his', 'squire,', 'recruits', 'his', 'Knights', 'of', 'the', 'Round', 'Table,', 'including', 'Sir', 'Bedevere', 'the', 'Wise,', 'Sir', 'Lancelot', 'the', 'Brave,', 'Sir', 'Robin', 'the', 'Not-Quite-So-Brave-As-Sir-Lancelot', 'and', 'Sir', 'Galahad', 'the', 'Pure.', 'On', 'the', 'way,', 'Arthur', 'battles', 'the', 'Black', 'Knight', 'who,', 'despite', 'having', 'had', 'all', 'his', 'limbs', 'chopped', 'off,', 'insists', 'he', 'can', 'still', 'fight.', 'They', 'reach', 'Camelot,', 'but', 'Arthur', 'decides', 'not', 'to', 'enter,', 'as', '""it', 'is', 'a', 'silly', 'place"".']",['TerryGilliam'],"['GrahamChapman', 'JohnCleese', 'TerryGilliam', 'EricIdle', 'TerryJones', 'MichaelPalin', 'ConnieBooth', 'CarolCleveland', 'NeilInnes', 'BeeDuffell', 'JohnYoung', 'RitaDavies', 'AvrilStewart', 'SallyKinghorn', 'MarkZycon', 'SandyJohnson', 'JulianDoyle', 'JoniFlynn', 'FionaGordon']",1975-03-13,"['Python(Monty)PicturesLimited', 'MichaelWhiteProductions', 'NationalFilmTrusteeCompany', 'TwickenhamFilmStudios']",91.0,10.43389,400000,5028948.0,7.8,1742.0,/jRx1nDUA4sb2NEKQaukXKBz6pCf.jpg,"adventure comedy fantasy holygrail monk scotlandyard swordplay camelot roundtable chapter aggressionbyanimal knight kingarthur weddingreception midnightmovie montypython knightsoftheroundtable anarchiccomedy king arthur, accompanied by his squire, recruits his knights of the round table, including sir bedevere the wise, sir lancelot the brave, sir robin the not-quite-so-brave-as-sir-lancelot and sir galahad the pure. on the way, arthur battles the black knight who, despite having had all his limbs chopped off, insists he can still fight. they reach camelot, but arthur decides not to enter, as ""it is a silly place"". grahamchapman johncleese terrygilliam ericidle terryjones michaelpalin conniebooth carolcleveland neilinnes beeduffell johnyoung ritadavies avrilstewart sallykinghorn markzycon sandyjohnson juliandoyle joniflynn fionagordon terrygilliam python(monty)pictureslimited michaelwhiteproductions nationalfilmtrusteecompany twickenhamfilmstudios"
201,531,The Wrong Trousers,"['Animation', 'Comedy', 'Family']","['robbery', 'inventor', 'penguin', 'telecontrol', 'surrealism', 'betrayal', 'criminal', 'dog', 'jewelheist', 'claymation', 'wallace&gromit', 'verylittledialogue']","['Gromit', 'finds', 'himself', 'being', 'pushed', 'out', 'of', 'his', 'room', 'and', 'home', 'by', 'a', 'new', 'lodger', 'who', 'is', 'actually', 'a', 'ruthless', 'criminal', '(and', 'a', 'small', 'penguin).', 'The', 'penguin', 'is', 'planning', 'a', 'robbery', 'and', 'needs', 'to', 'use', 'Wallace', 'and', 'his', 'mechanical', 'remote', 'controlled', 'trousers', 'to', 'pull', 'off', 'the', 'raid.', 'However,', 'Gromit', 'is', 'wise', 'to', 'the', 'penguin', 'and', 'comes', 'to', 'the', 'rescue.']",['NickPark'],['PeterSallis'],1993-12-17,['AardmanAnimations'],30.0,7.771233,0,0.0,7.6,266.0,/xT2NxRbqnTXYqoVQvKSmkLEm4lE.jpg,"animation comedy family robbery inventor penguin telecontrol surrealism betrayal criminal dog jewelheist claymation wallace&gromit verylittledialogue gromit finds himself being pushed out of his room and home by a new lodger who is actually a ruthless criminal (and a small penguin). the penguin is planning a robbery and needs to use wallace and his mechanical remote controlled trousers to pull off the raid. however, gromit is wise to the penguin and comes to the rescue. petersallis nickpark aardmananimations"
202,975,Paths of Glory,"['Drama', 'War']","['germany', 'france', 'general', 'patriotism', 'worldwari', 'song', 'army', 'cowardice', 'soldier', 'cultfilm']","['During', 'World', 'War', 'I,', 'commanding', 'officer', 'General', 'Broulard', '(Adolphe', 'Menjou)', 'orders', 'his', 'subordinate,', 'General', 'Mireau', '(George', 'Macready),', 'to', 'attack', 'a', 'German', 'trench', 'position,', 'offering', 'a', 'promotion', 'as', 'an', 'incentive.', 'Though', 'the', 'mission', 'is', 'foolhardy', 'to', 'the', 'point', 'of', 'suicide,', 'Mireau', 'commands', 'his', 'own', 'subordinate,', 'Colonel', 'Dax', '(Kirk', 'Douglas),', 'to', 'plan', 'the', 'attack.', 'When', 'it', 'ends', 'in', 'disaster,', 'General', 'Mireau', 'demands', 'the', 'court-martial', 'of', 'three', 'random', 'soldiers', 'in', 'order', 'to', 'save', 'face.']",['StanleyKubrick'],"['KirkDouglas', 'RalphMeeker', 'AdolpheMenjou', 'GeorgeMacready', 'WayneMorris', 'RichardAnderson', 'JoeTurkel', 'TimothyCarey', 'ChristianeKubrick', 'JerryHausner', 'PeterCapell', 'EmileMeyer', 'BertFreed', 'KemDibbs', 'FredBell', 'JohnStein', 'HaroldBenedict', 'PaulBös', 'JamesB.Harris']",1957-09-18,"['UnitedArtists', 'BrynaProductions']",88.0,8.548518,935000,0.0,8.2,565.0,/f3DEXseCs3WBtvCv9pVPCtoluuG.jpg,"drama war germany france general patriotism worldwari song army cowardice soldier cultfilm during world war i, commanding officer general broulard (adolphe menjou) orders his subordinate, general mireau (george macready), to attack a german trench position, offering a promotion as an incentive. though the mission is foolhardy to the point of suicide, mireau commands his own subordinate, colonel dax (kirk douglas), to plan the attack. when it ends in disaster, general mireau demands the court-martial of three random soldiers in order to save face. kirkdouglas ralphmeeker adolphemenjou georgemacready waynemorris richardanderson joeturkel timothycarey christianekubrick jerryhausner petercapell emilemeyer bertfreed kemdibbs fredbell johnstein haroldbenedict paulbös jamesb.harris stanleykubrick unitedartists brynaproductions"
203,409,The English Patient,"['Drama', 'Romance', 'War']","['cairo', 'egypt', 'identity', 'amnesia', 'worldwarii', 'burn', 'landmine', 'expedition', 'cave', 'sandstorm', 'royalgeographicsociety', 'cavepainting', 'prisonersofwar', 'map', 'mineclearer', 'hearing', 'desertscientist', 'intelligence', 'traitor', 'muralpainting', 'airplane', 'secretlove']","['Beginning', 'in', 'the', '1930s,', '""The', 'English', 'Patient""', 'tells', 'the', 'story', 'of', 'Count', 'Almásy', 'who', 'is', 'a', 'Hungarian', 'map', 'maker', 'employed', 'by', 'the', 'Royal', 'Geographical', 'Society', 'to', 'chart', 'the', 'vast', 'expanses', 'of', 'the', 'Sahara', 'Desert', 'along', 'with', 'several', 'other', 'prominent', 'explorers.', 'As', 'World', 'War', 'II', 'unfolds,', 'Almásy', 'enters', 'into', 'a', 'world', 'of', 'love,', 'betrayal,', 'and', 'politics', 'that', 'is', 'later', 'revealed', 'in', 'a', 'series', 'of', 'flashbacks', 'while', 'Almásy', 'is', 'on', 'his', 'death', 'bed', 'after', 'being', 'horribly', 'burned', 'in', 'a', 'plane', 'crash.']",['AnthonyMinghella'],"['RalphFiennes', 'JulietteBinoche', 'WillemDafoe', 'KristinScottThomas', 'NaveenAndrews', 'ColinFirth', 'JulianWadham', 'TorriHigginson', 'JürgenProchnow', 'KevinWhately', 'CliveMerrison', 'NinoCastelnuovo', 'HichemRostom', 'PeterRühring', 'GeordieJohnson', 'LiisaRepo-Martell', 'RaymondCoulthard', 'PhilipWhitchurch', 'JasonDone', 'RogerMorlidge', 'SimonSherlock', 'SebastianSchipper', 'FritzEggert', 'SoniaMankaï', 'RimTurkhi', 'SebastianRudolph', 'ThorayaSehill', 'SondosBelhassen', 'GregorTruter', 'SalahMiled', 'AbdellatifHamrouni', 'SamyAzaiez', 'HabibChetoui', 'PhilippaDay', 'AmandaWalker']",1996-11-14,"['MiramaxFilms', 'TigerMothProductions']",162.0,15.564161,27000000,231976425.0,7.0,559.0,/niqc0v3Lclh99Mmmxm49qZTIo2e.jpg,"drama romance war cairo egypt identity amnesia worldwarii burn landmine expedition cave sandstorm royalgeographicsociety cavepainting prisonersofwar map mineclearer hearing desertscientist intelligence traitor muralpainting airplane secretlove beginning in the 1930s, ""the english patient"" tells the story of count almásy who is a hungarian map maker employed by the royal geographical society to chart the vast expanses of the sahara desert along with several other prominent explorers. as world war ii unfolds, almásy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while almásy is on his death bed after being horribly burned in a plane crash. ralphfiennes juliettebinoche willemdafoe kristinscottthomas naveenandrews colinfirth julianwadham torrihigginson jürgenprochnow kevinwhately clivemerrison ninocastelnuovo hichemrostom peterrühring geordiejohnson liisarepo-martell raymondcoulthard philipwhitchurch jasondone rogermorlidge simonsherlock sebastianschipper fritzeggert soniamankaï rimturkhi sebastianrudolph thorayasehill sondosbelhassen gregortruter salahmiled abdellatifhamrouni samyazaiez habibchetoui philippaday amandawalker anthonyminghella miramaxfilms tigermothproductions"
204,1412,"Sex, Lies, and Videotape",['Drama'],"['sexualobsession', 'sex', 'sexuality', 'camcorder', 'spanner', 'orgasm', 'videoband', 'longing', 'safesex', 'interview', 'voyeurism']","['A', 'sexually', 'repressed', ""woman's"", 'husband', 'is', 'having', 'an', 'affair', 'with', 'her', 'sister.', 'The', 'arrival', 'of', 'a', 'visitor', 'with', 'a', 'rather', 'unusual', 'fetish', 'changes', 'everything.']",['StevenSoderbergh'],"['AndieMacDowell', 'PeterGallagher', 'JamesSpader', 'LauraSanGiacomo', 'RonVawter', 'StevenBrill', 'AlexandraRoot', 'EarlT.Taylor', 'DavidFoil']",1989-08-18,"['MiramaxFilms', 'OutlawProductions', 'Virgin']",100.0,12.293656,1200000,0.0,6.7,188.0,/kOXATYKziiKmoMxgKA10JOO13JZ.jpg,drama sexualobsession sex sexuality camcorder spanner orgasm videoband longing safesex interview voyeurism a sexually repressed woman's husband is having an affair with her sister. the arrival of a visitor with a rather unusual fetish changes everything. andiemacdowell petergallagher jamesspader laurasangiacomo ronvawter stevenbrill alexandraroot earlt.taylor davidfoil stevensoderbergh miramaxfilms outlawproductions virgin
205,510,One Flew Over the Cuckoo's Nest,['Drama'],"['individual', 'rebel', 'self-destruction', 'wheelchair', 'lunaticasylum', 'dyinganddeath', 'rageandhate', 'freedom', 'insanity', 'basicrightsandhumanrights', 'psychiatrist']","['While', 'serving', 'time', 'for', 'insanity', 'at', 'a', 'state', 'mental', 'hospital,', 'implacable', 'rabble-rouser,', 'Randle', 'Patrick', 'McMurphy', 'inspires', 'his', 'fellow', 'patients', 'to', 'rebel', 'against', 'the', 'authoritarian', 'rule', 'of', 'head', 'nurse,', 'Mildred', 'Ratched.']",['MilošForman'],"['JackNicholson', 'LouiseFletcher', 'DannyDeVito', 'WilliamRedfield', 'ScatmanCrothers', 'BradDourif', 'ChristopherLloyd', 'WillSampson', 'DeanR.Brooks', 'MichaelBerryman', 'SydneyLassick', 'WilliamDuell', 'VincentSchiavelli', 'PeterBrocco', 'AlonzoBrown', 'MwakoCumbuka', 'JosipElic', 'KenKenny', 'NathanGeorge', 'TedMarkland', 'LouisaMoritz', 'MewsSmall', 'DelosV.SmithJr.', 'LanFendors', 'MimiSarkisian', 'MelLambert', 'KayLee', 'DwightMarfield', 'TinWelch', 'AuroreClément', 'AnjelicaHuston', 'AudreyLanders', 'SaulZaentz']",1975-11-18,"['UnitedArtists', 'FantasyFilms', 'WarnerBros.']",133.0,35.529554,3000000,108981275.0,8.3,3001.0,/2Sns5oMb356JNdBHgBETjIpRYy9.jpg,"drama individual rebel self-destruction wheelchair lunaticasylum dyinganddeath rageandhate freedom insanity basicrightsandhumanrights psychiatrist while serving time for insanity at a state mental hospital, implacable rabble-rouser, randle patrick mcmurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, mildred ratched. jacknicholson louisefletcher dannydevito williamredfield scatmancrothers braddourif christopherlloyd willsampson deanr.brooks michaelberryman sydneylassick williamduell vincentschiavelli peterbrocco alonzobrown mwakocumbuka josipelic kenkenny nathangeorge tedmarkland louisamoritz mewssmall delosv.smithjr. lanfendors mimisarkisian mellambert kaylee dwightmarfield tinwelch auroreclément anjelicahuston audreylanders saulzaentz milošforman unitedartists fantasyfilms warnerbros."
206,1891,The Empire Strikes Back,"['Adventure', 'Action', 'ScienceFiction']","['rebel', 'android', 'asteroid', 'spacebattle', 'snowstorm', 'spacecolony', 'spaceship', 'lightsaber', 'jedi', 'goodvsevil', 'rebellion', 'theforce', 'spaceopera', 'stormtrooper', 'wookie', 'jedimaster', 'jeditraining', 'droid']","['The', 'epic', 'saga', 'continues', 'as', 'Luke', 'Skywalker,', 'in', 'hopes', 'of', 'defeating', 'the', 'evil', 'Galactic', 'Empire,', 'learns', 'the', 'ways', 'of', 'the', 'Jedi', 'from', 'aging', 'master', 'Yoda.', 'But', 'Darth', 'Vader', 'is', 'more', 'determined', 'than', 'ever', 'to', 'capture', 'Luke.', 'Meanwhile,', 'rebel', 'leader', 'Princess', 'Leia,', 'cocky', 'Han', 'Solo,', 'Chewbacca,', 'and', 'droids', 'C-3PO', 'and', 'R2-D2', 'are', 'thrown', 'into', 'various', 'stages', 'of', 'capture,', 'betrayal', 'and', 'despair.']",['IrvinKershner'],"['MarkHamill', 'HarrisonFord', 'CarrieFisher', 'BillyDeeWilliams', 'AnthonyDaniels', 'DavidProwse', 'KennyBaker', 'PeterMayhew', 'FrankOz', 'JamesEarlJones', 'KathrynMullen', 'WendyFroud', 'JeremyBulloch', 'JasonWingreen', 'TemueraMorrison', 'CliveRevill', 'MarjorieEaton', 'IanMcDiarmid', 'AlecGuinness', 'JohnHollis', 'JackPurvis', 'DesWebb', 'JulianGlover', 'KennethColley', 'JohnRatzenberger', 'MichaelSheard', 'MichaelCulver', 'JohnDicks', 'MiltonJohns', 'MarkJones', 'OliverMaguire', 'RobinScobey', 'BruceBoa', 'ChristopherMalcolm', 'DenisLawson']",1980-05-17,"['Lucasfilm', 'TwentiethCenturyFoxFilmCorporation']",124.0,19.470959,18000000,538400000.0,8.2,5998.0,/6u1fYtxG5eqjhtCPDx04pJphQRW.jpg,"adventure action sciencefiction rebel android asteroid spacebattle snowstorm spacecolony spaceship lightsaber jedi goodvsevil rebellion theforce spaceopera stormtrooper wookie jedimaster jeditraining droid the epic saga continues as luke skywalker, in hopes of defeating the evil galactic empire, learns the ways of the jedi from aging master yoda. but darth vader is more determined than ever to capture luke. meanwhile, rebel leader princess leia, cocky han solo, chewbacca, and droids c-3po and r2-d2 are thrown into various stages of capture, betrayal and despair. markhamill harrisonford carriefisher billydeewilliams anthonydaniels davidprowse kennybaker petermayhew frankoz jamesearljones kathrynmullen wendyfroud jeremybulloch jasonwingreen temueramorrison cliverevill marjorieeaton ianmcdiarmid alecguinness johnhollis jackpurvis deswebb julianglover kennethcolley johnratzenberger michaelsheard michaelculver johndicks miltonjohns markjones olivermaguire robinscobey bruceboa christophermalcolm denislawson irvinkershner lucasfilm twentiethcenturyfoxfilmcorporation"
